CAS No	Chemical Name	IUPAC Name	Hazard Classification
68955-53-3	"Amines, C12-14-tert-alkyl"	-	
68955-53-3	"Amines, C12-14-tert-alkyl"	-	
68955-98-6	"Fatty acids, C16-18 and C18-unsatd., branched and linear"	-	
68956-56-9	"Hydrocarbons, terpene processing by-products"	-	
68957-94-8	"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide"	"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide"	
68988-89-6	"Silica, [(ethenyldimethylsilyl)oxy]- and [(trimethylsilyl)oxy]- modified"	-	
68990-47-6	"Fatty acids, tall-oil, reaction products with diethylenetriamine, maleic anhydride, tetraethylenepentamine and triethylenetetramine"	-	
68990-52-3	"Fatty acids, vegetable-oil, Me esters"	-	
69-72-7	Salicylic acid	-	
690-14-2	Propylphosphonic difluoride	Propylphosphonic difluoride	
690-64-2	Isopropyl methyl methylphosphonate	-	
69009-90-1	"Diisopropyl-1,1'-biphenyl"	-	
69011-36-5	"Isotridecanol, ethoxylated"	-	
69012-64-2	"Fumes, silica"	-	
69012-64-2	"Fumes, Silica"	-	
69012-64-2	"Silica, fume"	-	
69065-86-7	"Ethyl N,N-dimethyl-P-ethylphosphonamidate"	-	
6915-15-7	MALIC ACID	-	
69165-83-9	Methyl trimethylsilyl methylphosphonate	-	
69227-21-0	"Alcohols, C12-18, ethoxylated and propoxylated"	-	
6923-22-4	Monocrotophos	3-Hydroxy-N-methylcrotonamide dimethylphosphate	
69241-14-1	"2-Ethyl-4-methyl-1,3,2-dioxaphosphinane-2-oxide"	-	
69241-14-1	"2-Ethyl-4-methyl-1,3,2-dioxaphosphinane-2-oxide"	-	
693-23-2	Dodecanedioic acid	-	
693-30-1	2-Chloroethyl 2-hydroxyethyl sulfide	-	
693-98-1	2-methylimidazole	-	
694-83-7	"Cyclohex-1,2-ylenediamine"	-	
69777-00-0	Hexyl S-2-dimethylaminoethyl methylphosphonothiolate	Hexyl S-2-dimethylaminoethyl methylphosphonothiolate	
69795-06-8	Cyclohexyl S-2-dimethylaminoethyl methylphosphonothiolate	Cyclohexyl S-2-dimethylaminoethyl methylphosphonothiolate	
6996-81-2	"O,O-Diethyl methylphosphonothionate"	-	
6996-81-2	"O,O-Diethyl methylphosphonothionate"	"O,O-Diethyl methylphosphonothionate"	
70024-69-0	"Benzenesulfonic acid, mono-C16-24-alkyl derivs., calcium salts"	-	
70024-73-6	"Benzenesulfonic acid, mono-C19-28-alkyl derivs., sodium salts"	-	
70055-71-9	"N,N,N-trimethyl-3-[(1-oxo-9-octadecenyl)amino]methyl methylphosphonate propan-1-aminium"	"N,N,N-trimethyl-3-[(1-oxo-9-octadecenyl)amino]methyl methylphosphonate propan-1-aminium"	
70131-67-8	Poly(dimethylsiloxane)	-	
7040-52-0	Cyclohexyl methyl methylphosphonate	Cyclohexyl methyl methylphosphonate	
7040-53-1	Dicyclohexyl methylphosphonate	Dicyclohexyl methylphosphonate	
7040-55-3	Cyclohexyl ethyl methylphosphonate	-	
7040-56-4	Ethyl pinacolyl methylphosphonate	-	
7040-57-5	Pinacolyl methylphosphonochloridate	Pinacolyl methylphosphonochloridate	
7040-58-6	Dipinacolyl methylphosphonate	Dipinacolyl methylphosphonate	
7040-59-7	Methyl pinacolyl methylphosphonate	Methyl pinacolyl methylphosphonate	
7040-92-8	Cyclohexyl methylphosphonochloridate	Cyclohexyl methylphosphonochloridate	
70446-71-8	Butyl isopropylphosphinate	-	
705-86-2	Decan-5-olide	-	
70592-78-8	"Distillates (petroleum), vacuum Heavy Fuel oil"	-	
70644-56-3	"Isocyanic acid, polymethylenepoly phenylene ester, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl)"	-	
70657-70-4	2-Methoxypropyl acetate	-	
70657-70-4	2-methoxypropyl acetate	-	
70677-22-4	"O,O-Dipropyl ethylphosphonothionate"	-	
70677-23-5	Dipropyl diethylpyrophosphonodithionate	-	
70693-06-0	"Aromatic Hydrocarbon, C9-C11"	-	
70693-62-8	Pentapotassium bis(peroxymonosulphate) bis(sulphate)	-	
70715-06-9	"Polymer from the mixture of Dimethyl methylphosphonate, Oxirane and Phosphorus oxide(P2O5)"	"Polymer from the mixture of Dimethyl methylphosphonate, Oxirane and Phosphorus oxide(P2O5)"	
7085-85-0	Ethyl cyanoacrylate	Ethyl cyanoacrylate	
71-23-8	n-Propyl alcohol	-	
71-23-8	n-Propyl alcohol	Propan-1-ol	
71-23-8	propan-1-ol	-	
71-23-8	propan-1-ol	-	
71-36-3	butan-1-ol n-butanol	-	
71-36-3	butan-1-ol	-	
71-36-3	n-Butanol	-	
71-36-3	n-Butanol	1-Butanol	
71-41-0	1-Pentanol	-	
71-43-2	Benzene	"1,3,5-cyclohexatriene"	
71-55-6	"1, 1, 1-Trichloroethane, see Methyl chloroform"	see Methyl chloroform	
71011-24-0	"Quaternary ammonium compounds, benzyl(hydrogenated tallow alkyl)dimethyl, chlorides, compds. with bentonite"	-	
71011-25-1	"Quaternary ammonium compounds, benzyl(hydrogenated tallow alkyl)dimethyl, chlorides, compds. with bentonite and bis(hydrogenated tallow alkyl)dimethylammonium chlorides"	-	
71074-89-0	Bis((dimetylamino)methyl)phenol	-	
71074-89-0	Bis[(dimethylamino)methyl]phenol	-	
71293-81-7	Isopropyl 2-diethylaminoethyl methylphosphonate	-	
71293-82-8	Isopropyl 2-dipropylaminoethyl methylphosphonate	-	
71293-85-1	Cyclohexyl 2-diethylaminoethyl methylphosphonate	-	
71293-86-2	Cyclohexyl 2-dipropylaminoethyl methylphosphonate	-	
71293-89-5	Cyclohexyl S-2-diethylaminoethyl methylphosphonothiolate	Cyclohexyl S-2-diethylaminoethyl methylphosphonothiolate	
71302-83-5	"Hydrocarbons, C9-unsaturated, polymerized"	-	
7173-51-5	didecyldimethylammonium chloride	-	
7173-51-5	Didecyldimethylammonium chloride	-	
7173-62-8	"(Z)-N-9-octadecenylpropane-1,3-diamine"	-	
71760-04-8	Dipropyldiphosphonic acid	Dipropyldiphosphonic acid	
71840-26-1	Ethyl 2-diisopropylaminoethyl methylphosphonate	-	
72-20-8	Endrin	"1,2,3,4,10,10-Hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-exo-1,4 -endo-5,8-dimethanonaphthalene"	
72-43-5	Methoxychlor	"1-methoxy-4-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]benzene"	
7212-44-4	"3,7,11-trimethyldodeca-1,6,10-trien-3-ol,mixed isomers"	-	
7212-44-4	"3,7,11-trimethyldodeca-1,6,10-trien-3-ol,mixed isomers"	-	
72399-08-7	"2-Ethyl-1,3,2-dioxaphospholane-2-sulfide"	-	
72399-12-3	"2-Ethyl-1,3,2-dioxaphosphinane-2-sulfide"	-	
72399-13-4	"4,6-Dimethyl-2-ethyl-1,3,2-dioxaphosphinane-2-sulfide"	-	
72399-13-4	"4,6-Dimethyl-2-ethyl-1,3,2-dioxaphosphinane-2-sulfide"	-	
72399-13-4	"4,6-Dimethyl-2-ethyl-1,3,2-dioxaphosphinane-2-sulfide"	-	
7242-55-9	Diisobutyl ethylphosphonate	-	
7242-56-0	Diisobutyl methylphosphonate	-	
72623-85-9	"Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based, high-viscosity Baseoil - unspecified"	-	
72623-86-0	"Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based Baseoil - unspecified"	-	
72624-02-3	"Phenol, heptyl derivs."	-	
7284-82-4	Cyclopentyl methylphosphonofluoridate	Cyclopentyl methylphosphonofluoridate	
7284-83-5	Cycloheptyl methylphosphonofluoridate	Cycloheptyl methylphosphonofluoridate	
7284-84-6	Cyclohexyl ethylphosphonofluoridate	Cyclohexyl ethylphosphonofluoridate	
73003-80-2	"2,2-Dibromomalonamide"	-	
73038-25-2	Alcohol ethoxylate phosphate ester	-	
7305-61-5	Ethyl ethylphosphonate	Ethyl ethylphosphonate	
73060-40-9	Methyl octyl methylphosphonate	-	
7307-29-1	Diisobutyl propylphosphonate	-	
7320-34-5	Tetrapotassium pyrophosphate	-	
73207-98-4	S-2-Diisopropylaminoethyl methylphosphonothiolate	S-2-Diisopropylaminoethyl methylphosphonothiolate	
7327-58-4	2-Chloroethyl vinyl sulfone	-	
73296-89-6	"Sulfuric acid, mono-C12-16-alkyl esters, sodium salts"	-	
7351-34-0	"Methyl N,N-dimethyl-P-methylphosphonamidate"	-	
73675-56-6	S-Methyl methylphosphonothiolate	S-Methyl methylphosphonothiolate	
7369-43-9	Diethyl diethylpyrophosphonate	-	
7379-27-3	"N,N'-ethylenebis[N-(carboxymethyl)aminoacetic] acid, potassium salt"	-	
73790-31-5	Diallyl propylphosphonate	-	
73790-51-9	Ethyl S-dicyclohexylammonium methylphosphonothiolate	Ethyl S-dicyclohexylammonium methylphosphonothiolate	
73807-15-5	"Amides, palm kernel-oil, N,N-bis(hydroxyethyl)"	-	
73835-17-3	Ethyl S-2-diisopropylaminoethyl ethylphosphonothiolate	Ethyl S-2-diisopropylaminoethyl ethylphosphonothiolate	
7396-58-9	N-methyldidecylamine	-	
74-82-8	Methane	-	
74-82-8	methane	-	
74-83-9	Methyl bromide	bromomethane	
74-84-0	Ethane	-	
74-85-1	Ethylene	-	
74-85-1	ethylene	-	
74-86-2	Acetylene	-	
74-86-2	acetylene	-	
74-86-2	Acetylene	-	
74-87-3	Methyl chloride	chloromethane	
74-88-4	Methyl iodide	iodomethane	
74-89-5	Methylamine	methanamine	
74-90-8	Hydrogen cyanide	hydrogen cyanide	
74-93-1	Methyl mercaptan	methanethiol	
74-94-2	Dimethylamine--borane (1:1)	-	
74-96-4	Ethyl bromide	Bromoethane	
74-97-5	Clorobromomethane	bromochloromethane	
74-97-5	Bromochloromethane	see Chlorobromomethane	
74-98-6	Propane	Propane	
74-99-7	Methyl acetylene	prop-1-yne	
74124-48-4	"Diisopropyl N,N-diethylphosphoramidate"	-	
741700-50-5	Ethyl isopropyl propylphosphonate	-	
741700-51-6	Ethyl propyl isopropylphosphonate	-	
741700-52-7	Ethyl propyl propylphosphonate	-	
741700-53-8	Butyl ethyl propylphosphonate	-	
741700-54-9	Isopropyl propyl isopropylphosphonate	-	
741700-55-0	Isopropyl propyl propylphosphonate	-	
741700-57-2	Butyl isopropyl isopropylphosphonate	-	
741700-58-3	Butyl isopropyl propylphosphonate	-	
741700-59-4	Butyl propyl isopropylphosphonate	-	
741700-60-7	Butyl propyl propylphosphonate	-	
741700-61-8	Ethyl methyl isopropylphosphonate	-	
741700-62-9	Ethyl methyl propylphosphonate	-	
741700-63-0	Methyl propyl isopropylphosphonate	Methyl propyl isopropylphosphonate	
741700-64-1	Butyl methyl isopropylphosphonate	-	
741700-65-2	Butyl methyl propylphosphonate	-	
741700-67-4	Propyl isopropylphosphonate	Propyl isopropylphosphonate	
7420-89-5	"Disodium 1,5-dihydroxypentane-1,5-disulphonate"	-	
74222-97-2	Sulfometuron methyl	"Methyl 2-(4,6-dimethylpyrimidin-2-ylcarbamoylsulfamoyl)benzoate"	
7429-90-5	aluminium powder (stabilised)	-	
7429-90-5	ALUMINUM POWDER	-	
7429-90-5	"Aluminium (Metal Dust) Aluminium (Pyro Powders) Aluminium (Wekdubg Fynesm) Aluminium (Solube Salts) Aluminium (Alkyls, NOC)"	Aluminium	
7439-90-9	Krypton	-	
7439-92-1	"Lead, elemental and inorganic compounds as Pb3"	Lead	
7439-95-4	magnesium powder (pyrophoric)	-	
7439-96-5	Manganese	-	
7439-96-5	"Manganese, elemental and inorganic compound, as Mn"	manganese	
7439-97-6	"Mercury, as Hg Alkyl compounds Aryl compouns"	mercury	
7439-98-7	Molybdenum	-	
7439-98-7	"Molybdenum, as Mo Soluble compounds Metal and insoluble compounds"	Molybdenum	
7440-02-0	Nickel	-	
7440-02-0	"Nickel Elemental/Metal Insoluble compounds, as Ni Soluble compounds, as Ni"	nickel	
7440-06-4	Platium	platinum	
7440-16-6	"Rhodium Metal Insoluble compounds, as Rh Soluble compounds, as Rh"	Rhodium	
7440-22-4	Silver	-	
7440-22-4	Silver Metal Soluble compounds as Ag Soapstone Inhalable dust Respirable dust	-	
7440-25-7	"Tantalum, metal and oxide"	Tantalum	
7440-28-0	Thallium	None available	
7440-31-5	Tin	-	
7440-31-5	"Tin Metal Oxide & inorganic compounds, Except Tin hydride, as Sn. Organic compounds, as Sn"	-	
7440-33-7	"Tungsten, as W Metal and insoluble compounds Soluble compounds"	tungsten	
7440-36-0	"Antimony and compound, as Sb"	N/A	
7440-37-1	Argon	-	
7440-38-2	"Arsenic, elemental and inorganic compounds (except arsine), as As"	N/A	
7440-39-3	"Barium, and soluble compound, as Ba"	Barium	
7440-41-7	"Beryllium and compounds, as Be"	Beryllium	
7440-43-9	"Cadmium, elemental and compound, as Cd"	Cadmium	
7440-44-0	Carbon	-	
7440-47-3	"Chromium (metal and inorganic compounds, as Cr metal and Cr III compounds) Chromium (Chromile ore processing (Chromate), as Cr) Chromium (Water soluble Cr VI compounds NOC) Chromium (insoluble Cr VI compound, NOC)"	Chromium	
7440-48-4	cobalt	-	
7440-48-4	"Cobat, elemental and inorganic compound, as Co"	Cobalt	
7440-50-8	Copper	-	
7440-50-8	"Copper Fume Dusts & mists, as Cu"	Copper	
7440-58-6	Hafnium	Hafnium	
7440-65-5	"Yurium metal & Compounds, as Y"	yttrium	
7440-66-6	zinc powder - zinc dust (pyrophoric)	-	
7440-66-6	Zinc powder - zinc dust (stabilised)	-	
7440-67-7	"Zirconium and compounds, as Zr"	zirconium	
7440-69-9	Bismuth	-	
7440-74-6	"Indium & compounds, as In"	Indium	
7446-09-5	Sulfur dioxide	Sulfur dioxide	
7446-14-2	Lead sulphate	-	
7446-70-0	"Aluminium Chloride, anhydrous"	-	
7447-40-7	Potassium Chloride	-	
74499-35-7	"2,3,5,6-tetrakis(ethenyl)phenol"	-	
7452-79-1	Ethyl 2-methylbutanoate	-	
745809-78-3	Decyl methyl methylphosphonate	-	
745809-81-8	Methyl 2-methylcyclohexyl methylphosphonate	-	
745809-83-0	Methyl 2-methoxyethyl methylphosphonate	-	
745809-85-2	2-Isopropoxyethyl methyl methylphosphonate	-	
74720-38-0	"2-Methyl-1,3,6,2-dioxathiaphosphocane-2-oxide"	-	
74720-39-1	"2-Ethyl-1,3,6,2-dioxathiaphosphocane-2-oxide"	-	
74720-42-6	"2-Ethyl-6-methyl-1,3,6,2-dioxazaphosphocane-2-oxide"	-	
74720-46-0	"2-Methyl-1,3,2-dioxaphosphocane-2-oxide"	-	
74720-47-1	"2-Ethyl-1,3,2-dioxaphosphocane-2-oxide"	-	
7473-98-5	2-Hydroxy-2-methylpropiophenone	-	
74789-31-4	Methyl S-sodium methylphosphonothiolate	Methyl S-sodium methylphosphonothiolate	
74789-32-5	Isobutyl S-sodium methylphosphonothiolate	Isobutyl S-sodium methylphosphonothiolate	
74869-22-0	Lubricating oils Baseoil - unspecified	-	
7487-88-9	Magnesium Sulphate	-	
75-00-3	Ethyl chloride	Chloroethane	
75-01-4	Vinyl chloride	chloroethene	
75-02-5	Vinyl fluoride	fluoroethene	
75-04-7	Ethylamine	ethanamine	
75-05-8	Acetonitrile	Ethanenitrile	
75-07-0	Acetaldehyde	Ethanal	
75-08-1	Ethyl mercaptan	Ethanethiol	
75-09-2	methylene chloride	-	
75-09-2	Dichloromethane	DICHLOROMETHANE	
75-09-2	dichloromethane	-	
75-10-5	Difluoromethane	-	
75-12-7	formamide	-	
75-12-7	Formamide	formamide	
75-15-0	Carbon disulfide	Carbon disulfide	
75-19-4	cyclopropane	-	
75-21-8	Ethylene oxide	Ethylene oxide	
75-21-8	Oxirane	-	
75-21-8	Oxirane (ICOP CHC Part 1 2019)	-	
75-25-2	Bromoform	Bromoform	
75-28-5	Isobutane	-	
75-31-0	Isopropylamine	Isopropylamine	
75-34-3	"1, 1-Dichloroethane"	"1, 1-Dichloroethane"	
75-35-4	Vinylidene chloride	"1,1-dichloroethene"	
75-38-7	Vinylidene fluoride	"1,1-difluoroethene"	
75-43-4	Dichlorofluoromethane	DICHLOROMONOFLUOROMETHANE	
75-44-5	Carbonyl dichloride	Carbonyl dichloride	
75-44-5	Phosgene	Dichloromethanal	
75-44-5	Carbonyl chloride	Carbonyl chloride	
75-45-6	Chlorodifluoromethane	-	
75-45-6	Chlorodifluoromethane	chloro-difluoro-methane	
75-47-8	Iodoform	Triiodomethane	
75-50-3	Trimethylamine	-	
75-52-5	Nitromethane	nitromethane	
75-55-8	Propylene imine	2-Methylaziridine	
75-56-9	Propylene oxide	2-Methyloxirane	
75-59-2	Tetrameythyl Ammonium Hydroxide	-	
75-61-6	Difluorodibromomethane	Difluorodibromomethane	
75-63-8	Trifluobromomethane	Bromo-trifluoro-methane	
75-65-0	""" 2-methylpropan-2-ol tert-butyl alcohol"""	-	
75-65-0	Tert-Butanol	2-Methyl-2-Propanol	
75-69-4	Trichlorofluoromethane	Trichlorofluromethane	
75-71-8	Dichlorodifluoromethane	Difluorodichloromethane	
75-74-1	Tetramethyl lead (as Pb)	Tetramethylplumbane	
75-75-2	Methanesulphonic acid	-	
75-83-2	"2,2-dimethylbutane"	-	
75-86-5	Acetone cyanohydrin as CN	2-hydroxy-2-methyl-propanenitrile	
75-91-2	Tert-butyl hydroperoxide	-	
75-91-2	Tert-butyl hydroperoxide	-	
75-91-2	tert-butyl hydroperoxide	-	
75-99-0	"2, 2-Dichloropropionic acid"	"2, 2-Dichloropropionic acid"	
7526-26-3	Diphenyl methylphosphonate	Diphenyl methylphosphonate	
753-71-9	Methylphosphonic chloride fluoride	-	
753-72-0	Methylphosphonothionic difluoride	-	
753-98-0	Ethylphosphonic difluoride	Ethylphosphonic difluoride	
753-99-1	Ethylphosphonothionic difluoride	-	
75310-24-6	"2-Propyl-1,3,2-dioxaphospholane-2-oxide"	-	
7534-94-3	"Exo-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl methacrylate"	-	
7550-35-8	Lithium bromide	-	
7550-45-0	titanium tetrachloride	-	
7553-56-2	Iodine	Iodine	
7558-79-4	Disodium hydrogenorthophosphate	-	
7558-79-4	Disodium hydrogenorthophosphate	-	
756-79-6	Dimethyl methylphosphonate	Dimethyl methylphosphonate	
7560-83-0	N-cyclohexyl-N-methylcyclohexylamine	-	
7572-29-4	Dichloroacetylene	"1,2-dichloroethyne"	
7580-67-8	Lithium hydride	lithium hydrogen(-1) anion	
75980-60-8	"diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide"	-	
75980-60-8	"Diphenyl(2,4, 6-trimethylbenzoyl)phosphinoxide"	-	
76-03-9	Trichloroacetic acid	Trichloroacetic acid	
76-06-2	Trichloronitromethane	Trichloronitromethane	
76-06-2	Chloropicrin	Trichloronitromethane	
76-11-9	"1,1,1,2-Tetrachloro-2,2-difluoroethane"	"1,1,1,2-tetrachloro-2,2-difluoro-ethane"	
76-12-0	"1,1,2,2-Tetrachloro-1,2-difluoroethane"	"1,1,2,2-tetrachloro-1,2-difluoro-ethane"	
76-13-1	"1, 1, 2-Trichloro-1, 2, 2-trifluoroethane"	-	
76-14-2	Dichlorotetrafluoroethane	Dichlorotetrafluoroethane	
76-15-3	Chloropentafluoroethane	"1-Chloro-1,1,2,2,2-pentafluoroethane"	
76-16-4	Perfluoroethane	-	
76-16-4	Perfluoroethane	-	
76-22-2	Bornan-2-one	-	
76-22-2	"Camphor, synthetic"	"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one"	
76-44-8	Heptachlor	"1,4,5,6,7,8,8-Heptachloro-3a,4,7,7a-tetrahydro-4,7-methanoindene"	
76-49-3	"Endo-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl acetate"	-	
76-93-7	"2,2-Diphenyl-2-hydroxyacetic acid"	"2,2-Diphenyl-2-hydroxyacetic acid"	
7601-54-9	Trisodium orthophosphate	-	
7601-54-9	Trisodium orthophosphate	-	
7601-89-0	sodium perchlorate	-	
7601-90-3	Perchloric Acid 70%	-	
761-93-3	1-Methylbutyl methylphosphonofluoridate	1-Methylbutyl methylphosphonofluoridate	
7610-21-1	Tributyl arsenotrithiolite	-	
762-04-9	Diethyl phosphite	Diethyl phosphite	
763-14-4	Propyl methylphosphonofluoridate	Propyl methylphosphonofluoridate	
763-69-9	Ethyl 3-Ethoxypropionate	-	
763-69-9	Ethyl 3-ethoxypropionate	-	
7631-86-9	Silicon dioxide	-	
7631-86-9	Silicon dioxide	-	
7631-90-5	Sodium hydrogensulphite … %	-	
7631-90-5	Sodium bisulphite	-	
7631-95-0	Disodium molybdate	-	
7631-95-0	Disodium molybdate	-	
7631-99-4	Sodium Nitrate	-	
7632-00-0	sodium nitrite	-	
7632-00-0	Sodium Nitrite	-	
76341-63-4	Bis(1-methylheptyl) methylphosphonate	Bis(1-methylheptyl) methylphosphonate	
7637-07-2	Boron trifluoride	Boron trifluoride	
763884-48-6	2-(N-Methyl-N-propylamino)ethylchloride	2-(N-Methyl-N-propylamino)ethylchloride	
76395-46-5	"Diethyl N,N-diisopropylphosphoramidate"	-	
764-41-0	"1, 4-Dichloro-2-butene"	"1, 4-Dichloro-2-butene"	
764-71-6	Potassium Octanoate	-	
7646-79-9	cobalt dichloride	-	
7646-85-7	zinc chloride	-	
7646-85-7	Zinc chloride fume	dichlorozinc	
7647-01-0	hydrochloric acid ... %	-	
7647-01-0	Hydrogen chloride	Hydrogen chloride	
7647-10-1	Palladium dichloride	-	
7647-14-5	Sodium chloride	-	
7651-02-7	N-[3-(dimethylamino)propyl]stearamide	-	
7664-38-2	Phosphoric acid ... %	-	
7664-38-2	"phosphoric acid ... %, orthophosphoric acid ... %"	-	
7664-38-2	"phosphoric acid ... %, orthophosphoric acid ... %"	-	
7664-38-2	Phosphoric acid	trihydroxidooxidophosphorus	
7664-39-3	"Hydrogen fluoride, as F"	Hydrogen fluoride	
7664-39-3	Hydrogen Fluoride	-	
7664-41-7	Ammonia	Azane	
7664-93-9	sulphuric acid ... %	-	
7664-93-9	Sulfuric acid	Sulfuric acid	
76710-52-6	"N-Methyl-N,N-bis(2-trimethylsilyloxyethyl)amine"	-	
768-52-5	N-Isopropylaniline	N-propan-2-ylaniline	
7681-38-1	Sodium hydrogensulphate	-	
7681-49-4	Sodium fluoride	-	
7681-52-9	Sodium Hypochlorite	-	
7681-52-9	"sodium hypochlorite, solution ... % Cl active"	-	
7681-53-0	Sodium Phosphinate	-	
7681-57-4	Sodium Metabisulphite	-	
7681-57-4	sodium metabisulphite	-	
7681-57-4	Sodium metabisulfite	-	
7695-91-2	"3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-benzopyran-6-yl acetate"	-	
7697-37-2	Nitric acid	-	
7697-37-2	Nitric acid	nitric acid	
7699-41-4	Metasilicic acid	-	
77-09-8	phenolphthalein	-	
77-47-4	Hexachlorocyclopentadiene	"1,2,3,4,5,5-hexachlorocyclopenta-1,3-diene"	
77-53-2	"[3R-(3A,3aB,6A,7B,8aA)]-octahydro-3,6,8,8-tetramethyl-1H-3a,7-methanoazulen-6-ol"	-	
77-58-7	Dibutyltin Dilaurate	-	
77-73-6	Dicyclopentadiene	Dicyclopentadiene	
77-77-0	Divinylsulfone	-	
77-78-1	Dimethyl sulfate	methoxysulfonyloxymethane	
77-81-6	"Ethyl N,N-dimethylphosphoramidocyanidate"	"Ethyl N,N-dimethylphosphoramidocyanidate"	
77-83-8	"Ethyl 2,3-epoxy-3-phenylbutyrate"	-	
77-92-9	Citric acid	"2-Hydroxypropane-1,2,3-tricarboxylic acid"	
77-99-6	"Gases (petroleum), isomerized naphtha fractionator, C4-rich, hydrogen sulfide-free Petroleum gas"	-	
770-35-4	1-phenoxypropan-2-ol	-	
7704-34-9	Sulfur	-	
7704-34-9	sulfur	-	
7704-34-9	sulfur	-	
7705-08-0	Iron trichloride	Iron (III) chloride	
7718-54-9	nickel dichloride	-	
7719-09-7	Thionyl chloride	Thionyl dichloride	
7719-09-7	Thionyl chloride	Thionyl chloride	
7719-12-2	Phosphorus trichloride	trichlorophosphane	
7720-78-7	Iron (II) sulfate	-	
7722-64-7	potassium permanganate	-	
7722-76-1	Ammonium dihydrogenorthophosphate	-	
7722-84-1	hydrogen peroxide solution ...%	-	
7722-84-1	Hydrogen peroxide solution ...%	-	
7722-84-1	Hydrogen peroxide	Hydrogen peroxide	
7722-88-5	Tetrasodium pyrophosphate	Tetrasodium diphosphate	
7723-14-0	Phosphorus (yellow)	Phosphorus	
7726-95-6	Bromine	Bromine	
7727-21-1	Dipotassium peroxodisulphate	-	
7727-21-1	Potassium Persulfates	Potassium Persulfate	
7727-37-9	Nitrogen	-	
7727-43-7	Barium sulfate	-	
7727-54-0	Diammonium peroxodisulphate	-	
77304-63-3	Dihexyl methylphosphonate	Dihexyl methylphosphonate	
77304-64-4	Diheptyl methylphosphonate	Diheptyl methylphosphonate	
7732-18-5	water	-	
7732-18-5	Water	-	
7733-02-0	Zinc sulfate	-	
77529-46-5	O-Isopropyl propylphosphonothionochloridate	-	
7757-79-1	Potassium nitrate	-	
7757-82-6	Sodium sulphate	-	
7757-83-7	Sodium Sulphite	-	
7758-16-9	Disodium dihydrogenpyrophosphate	-	
7758-19-2	Sodium chlorite	-	
7758-29-4	Pentasodium triphosphate	-	
7758-29-4	Pentasodium triphosphate	-	
7758-97-6	lead chromate	-	
7758-97-6	Lead chromate as Pb as Cr	dioxido-dioxo-chromium; lead(+2) cation	
7758-98-7	Copper sulphate	-	
7758-98-7	Copper Sulphate	-	
7758-99-8	copper sulphate	-	
7761-88-8	Silver nitrate	-	
7773-06-0	Ammonium sulfamate	Ammonium sulfamate	
7775-00-0	3-(p-cumenyl)propionaldehyde	-	
7775-09-9	Sodium chlorate	-	
7775-14-6	Sodium Dithionite	-	
