CASNO	Substances
544708-22-7	"2-Propenoic acid, 2-methyl-, C12-16-alkyl esters, polymers with C12-15-isoalkyl methacrylate, isodecyl methacrylate, Me methacrylate, 2-octyldodecyl methacrylate and stearyl methacrylate"
546093-73-6	"2-Propenoic acid, 2-methyl-, 2-(dimethylamino)ethyl ester, telomer with ethenylbenzene, 2-hydroxyethyl 2-methyl-2-propenoate, isooctyl 3-mercaptopropanoate and a-(2-methyl-1-oxo-2-propen-1-yl)-?-methoxypoly(oxy-1,2-ethanediyl), 2,2'-[1,2-diazenediylbis(1-"
550365-42-9	"BUTENEDIOIC ACID (2Z), 2-, DIMETHYL ESTER, POLYMER WITH ETHENYL ACETATE, ETHENYL NEONONANOATE AND 3-METHYLBUTYL TRIS(1-METHYLETHYL)SILYL (2Z)-2-BUTENEDIOATE"
557792-58-2	"Hexanedioic acid, polymer with (chloromethyl)oxirane, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 4,4'-(1-methylethylidene)bis[phenol] and oxirane, 2-propenoate, polymer with 1,3,5-tris(6-isocyanatohexyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione"
557792-59-3	"Hexanedioic acid, polymer with 1,4-butanediol, 2-(chloromethyl)oxirane polymer with 4,4'-(1-methylethylidene)bis[phenol] 2-propenoate, 1,3-diisocyanatomethylbenzene and 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid"
558452-37-2	"2-Propanol, 1-amino-, polymer with 2-(2-aminoethoxy)ethanol, 2-aminoethanol and .alpha.-hydro-.omega.-[(1-oxo-2-propenyl)oxy]poly(oxy-1,2-ethanediyl) ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1)"
558452-40-7	"1,3-Benzenedicarboxylic acid, polymer with 1,4-butanediol, hexanedioic acid, 1,6-hexanediol, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and 1,3,5-tris(6-isocyanatohexyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione, N-(2-aminoethyl)-?-alanine monosodium salt- and 2-hydroxyethyl acrylate-blocked"
560096-07-3	"1-Butene, polymer with ethene and 1-propene, chloro- and tetrahydro-2,5-dioxo-3-furanyl-terminated"
562840-59-9	"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, polymer with ethenylbenzene, 2-propenoic acid and rel-(1R,2R,4R)-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl 2-methyl-2-propenoate, ester with 2,3-dihydroxypropyl neodecanoate"
564742-95-6	GenBank BZ581119
565429-75-6	"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono(dihydrogen 2-hydroxy-1,2,3-propanetricarboxylate), C12-18-alkyl ethers"
566191-87-5	"2-Pyridinecarboxylic acid, 4-amino-3,6-dichloro-, potassium salt (1:1)"
566193-17-7	"1-Propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-, polymer with 2-methyloxirane polymer with oxirane mono[4-(ethenyloxy)butyl] ether, and 2-propenamide, sodium salt"
568585-68-2	"2-piperazinone, 1-[(4-nitrophenyl)sulfonyl]-, hydrochloride (1:1)"
569307-68-2	"poly(oxy-1,2-ethanediyl), .alpha.-isotridecyl-.omega.-hydroxy-, phosphate, sodium salt"
572882-37-2	"Oxirane, 2-methyl-, polymer with 1,3-diisocyanatomethylbenzene and oxirane, 2-hydroxyethyl acrylate- and 2-phenoxyethanol-blocked"
573693-22-8	"2-Propenoic acid, 2-methyl-, polymer with oxirane and 2-propenoic acid, graft, sodium salt"
573987-01-6	"2-propenoic acid, 2-methyl-, 2-ethylhexyl ester, polymer with ethenylbenzene, 2-hydroxyethyl 2-methyl-2-propenoate, 1,2-propanediol mono(2-methyl-2-propenoate) and rel-(1R,2R,4R)-1,7,7-trimethylbicyclo(2.2.1)hept-2-yl 2-methyl-2-propenoate, tert-Bu ethane"
574011-86-2	"PROPEN-1-AMINE, 2-, 3-CHLORO-, HYDROCHLORIDE, (2E)-"
577705-90-9	"Phosphorus(1+), (N-ethylethanaminato)diphenyl(phenylmethyl)-, (T-4)-, salt with 4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]bis[phenol] (1:1)"
577954-04-2	"Propanoic acid, 3-hydroxy-2-(hydroxymethyl)-2-methyl-, polymer with dimethyl carbonate, 1,6-hexanediol, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and 1,1'-methylenebis[4-isocyanatocyclohexane], polyethylene-polypropylene glycol mono-Bu"
577954-11-1	"Propanoic acid, 3-hydroxy-2-(hydroxymethyl)-2-methyl-, polymer with dimethyl carbonate, 2,2-dimethyl-1,3-propanediol, 1,6-hexanediol, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and 1,1'-methylenebis[4-isocyanatocyclohexane], polyethylene"
577954-20-2	"2-Naphthalenesulfonic acid, 7-amino-4-hydroxy-8-[[2-sulfo-4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]azo]-,potassium sodium salt, coupled with diazotized 2-[(4-amino-5-methoxy-2-methylphenyl)sulfonyl]ethyl hydrogen sulfate"
581809-46-3	"N-(3',4'-dichloro-5-fluorobiphenyl-2-yl)-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide (ISO)"
583031-02-1	"Benzenamine, N-[(dimethoxymethylsilyl)methyl]-, reaction products with isocyanate-terminated polypropylene glycol-TDI polymer"
586372-44-3	"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-3-[[2-sulfo-4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]azo]-, potassium sodium salt, coupled with diazotized 2-amino-4-[[4-chloro-6-[[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]amino]-1,3,5-triazin-2-yl]amino]benzene"
586409-89-4	"Hexanedioic acid, polymer with N-(2-aminoethyl)-1,2-ethanediamine,N,N'-bis(2-aminoethyl)-1,2-ethanediamine and (chloromethyl)oxirane"
588706-73-4	"Poly(oxy-1,2-ethanediyl), .alpha.-phosphono-.omega.-(hexyloxy)-, potassium salt"
588707-20-4	"Siloxanes and Silicones, 3-[3-(diethylmethylammonio)-2-hydroxypropoxy]propyl Me, di-Me, chlorides"
590374-68-8	"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, polymer with ethenylbenzene, 2-ethylhexyl 2-propenoate and 2-propenenitrile"
591215-14-4	"2-Propenoic acid, polymer with 2-methyl-2-[(1-oxo-2-propenyl)amino]-1-propanesulfonic acid, .alpha.-(2-methyl-1-oxo-2-propenyl)-.omega.- hydroxypoly[oxy(methyl-1,2-ethanediyl)], .alpha.-(2-methyl-1-oxo-2- propenyl)-.omega.-methoxypoly(oxy-1,2-ethane"
591220-53-0	"Neodecanoic acid, ethenyl ester, polymer with ethene, ethenyl acetate and methyl 2-methyl-2-propenoate"
591245-23-7	"SILIC ACID, 2E-3,7-DIMETHYL-2,6-OCTADIENYL METHYL ESTER"
591245-91-9	"2-Propenoic acid, 2-methyl-, butyl ester, polymer with methyl 2-methyl-2-propenoate and oxiranylmethyl 2-methyl-2-propenoate, 2-[(1-oxo-2-propenyl)oxy]ethyl ester"
592479-38-4	"2,5-Furandione, dihydro-, polymer with 1,1'-iminobis[2-propanol], benzoate(ester), N-benzoyl derivs"
595585-15-2	"D-Glucurono-D-gluco-6-deoxy-L-mannan, acetate, calcium magnesium potassium sodium salt"
596120-00-2	"3-(4,4-dimethoxypyrimidin-2-yl)-1-(N-methyl-N-methylsulfonyl-aminosulfonyl)-urea, monosodium salt"
608137-33-3	
608523-04-2	"Propanoic acid, 3-hydroxy-2-(hydroxymethyl)-2-methyl-, polymer with N-(2-aminoethyl)-1,2-ethanediamine, 1,4-butanediol, 1,6-diisocyanatohexane and a-hydro-w-hydroxypoly(oxy-1,4-butanediyl), polyethylene glycol mono-Bu ether-blocked, compds. with triet"
611222-18-5	"Poly[oxy(methyl-1,2-ethanediyl)], a-[[[(dimethoxymethylsilyl)methyl]amino]carbonyl]-w-[[[[(dimethoxymethylsilyl)methyl]amino]carbonyl]oxy]-"
612549-03-8	"allylamin/octanedioic acid, 1,8-bis(2,5-dioxo-1-pyrrolidinyl) ester polymer"
613222-52-9	"Dodecanoic acid, 1,1'-[1,6-hexanediylbis[nitrilo(2,2-dimethyl-1-propanyl-3-ylidene)]] ester"
613246-75-6	"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-[2-[[2,2-dimethyl-3-[(1-oxododecyl)oxy]propylidene]amino]methylethyl]-.omega.-[2-[[2,2-dimethyl-3-[(1-oxododecyl)oxy]propylidene]amino]methylethoxy]-"
618914-51-5	"1-Aza-2-silacyclopentane-1-ethanamine, 2,2-dimethoxy-"
619297-60-8	"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.',.alpha.''-1,2,3-propanetriyltris[.omega.-hydroxy-, phosphate, potassium salt"
619297-89-1	Kalium-4-jodi-2-sulfonaattibentsoehappo
626236-33-7	"2-Propenoic acid, sodium salt, polymer with ethenamine and N-ethenylformamide, hydrochloride"
627089-10-5	"Siloxanes and Silicones, di-Me, Me hydrogen, polymers with Ph silsesquioxanes"
629614-80-8	"2-Propenoic acid, 2-methyl-, polymer with .alpha.-(2-methyl-1-oxo-2-propen-1-yl)-.omega.-methoxypoly(oxy-1,2-ethanediyl), calcium salt"
634190-59-3	"Siloxanes and Silicones, di-Me, monohydroxy-terminated, polymers with silicic acid Et ester"
636580-57-9	"2,7-naphthalenedisulfonic acid, 4-amino-3-((4-(ethenylsulfonyl)phenyl)azo)-6-((4-(ethenylsulfonyl)-2-sulfophenyl)azo)-5-hydroxy-"
640720-67-8	"Propanoic acid, 3-hydroxy-2-(hydroxymethyl)-2-methyl-, polymer with N1-(2-aminoethyl)-1,2-ethanediamine, dimethyl carbonate, 1,6-hexanediol and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, compd. with N,N-diethylethanamine"
642080-36-2	"neodecanoic acid, oxiranylmethyl ester, reaction products with bisphenol A-epichlorhydrin-p-toluidine polymer"
642410-29-5	"2-Propenoic acid, 2-methyl-, 2-(dimethylamino)ethyl ester, polymer withethenylbenzene, 2-ethylhexyl 2-methyl-2-propenoate telomer with 2-mercaptoethanol [[1,3,3-trimethyl-5-[[[2-[(2-methyl-1-oxo-2- propenyl)oxy]ethoxy]carbonyl]amino]cyclohexyl]met"
642443-86-5	"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-(1-oxotetradecyl)-?-(phenylmethoxy)-"
646054-43-5	"1,4-butanediol, polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, acetone oxime- and N,N-dimethyl-1,3-propanediamine-blocked, acetates (salts)"
646054-45-7	"2-Pyrrolidinone, 1-ethenyl-, homopolymer, 1-hydroxy-1-methylethyl-terminated"
646054-86-6	"Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)(hydroxyethyl)methyl, Me sulfates (salts)"
646502-11-6	"fatty acids, sunflower-oil, polymers with dipentaerythritol and isophthalic acid"
646995-98-4	"Fatty acids, sunflower-oil, polymers with benzoic acid, glycidyl neodecanoate, pentaerythritol and phthalic anhydride"
647028-22-6	"Fatty acids, sunflower-oil, polymers with benzoic acid, glycidyl neodecanoate, pentaerythritol, phthalic anhydride, polyethylene glycol mono-Me eter and 3a,4,7,7a-tetrahydro-1,3-isobenzofurandione"
647028-25-9	"Hexanoic acid, 3,5,5-trimethyl-, mixed hexaesters with dipentaerythritol and valeric acid"
648891-82-1	".beta.-alanine, N-(2-carboxyethyl)-N-dodecyl-, disodium salt, compd. with 3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-1-benzopyran-6-yl dihydrogen phosphate (1:1)"
649574-37-8	"Silica, [(ethenylsilylidyne)tris(oxy)]-modified"
649747-80-8	"Fatty acids, C8-10, 2-ethylhexyl esters"
650634-85-8	"1,5-Naphthalenedisulfonic acid, 3,3'-[1,3-propanediylbis[imino(6-fluoro-1,3,5-triazine-4,2diyl)imino[2-(acetylamino)-4,1-phenylene]azo]]bis-, lithium sodium salt"
652151-67-2	"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-?-hydroxy-, polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, di-Et N-[3-(trimethoxysilyl)propyl]aspartate-blocked"
656223-39-1	"D-Glucopyranose, oligomeric, C10-12-alkyl glycosides"
656828-15-8	"acrylamid/2-acrylamido-2-methylpropanesulfonat, natrium salt/poly(oxy-1,2-ethanediyl), .alpha.-[4-(ethenyloxy)butyl]-.omega.-hydroxy polymer"
657392-98-8	"2-Propenoic acid, 2-methyl-, butyl ester, polymer with butyl 2-propenoate, 2-hydroxyethyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate, 2-propenoic acid and rel-(1R,2R,4R)-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl 2-methyl-2-propenoate"
657408-39-4	"1,4-Benzenedicarboxylic acid, polymer with 1,10-decanediamine and 1,6-hexanediamine"
658066-35-4	"Benzamide, N-[2-[3-chloro-5-(trifluoromethyl)-2-pyridinyl]ethyl]-2-(trifluoromethyl)-"
659720-01-1	"fatty acids, C8-18 and C18-unsatd., mixed triesters with acetic acid and polyethylene-polypropylene glycol ether with glycerol (3:1)"
665004-50-2	"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethenylbenzene, (1-methylethenyl)benzene and methyl 2-methyl-2-propenoate, ammonium salt"
666723-27-9	"cyclohexanamine, N,N-dimethyl-, compds. with 3-(cyclohexylamino)-1-propanesulfonic acid-blocked 1,6-diisocyanatohexane homopolymer"
667465-46-5	"4-oxa-3,7,10,13-tetraazapentadecan-15-oic acid, 7-(carboxymethyl)-1-hydroxy-10,13-bis[2-[[(2-hydroxyethyl)amino]oxy]-2-oxoethyl]-5-oxo-"
667870-49-7	"hexanedioic acid, polymer with 1,4-butanediol, 1,3-diisocyanatomethylbenzene, 1,6-hexanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, .alpha.,.alpha.'-((1-methylethylidene)di-4,1-phenylene)bis(.omega.-hydroxypoly(oxy(methyl-1,2-ethanediyl))) and piperazine"
667870-50-0	"hexanedioic acid, polymer with 1,4-butanediol, 1,3-diisocyanatomethylbenzene, 1,6-hexanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, .alpha.,.alpha.'-[(1-methylethylidene)di-4,1-phenylene]bis[.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]] and piperazine, compd. with N,N-diethylethanamine"
667905-24-0	"Benzene, 1,3-diisocyanatomethyl-, polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, Bu alc.- and polyethylene glycol mono-Me ether-blocked"
669005-94-1	"3-Pyridinecarbonitrile, 4-methyl-2,6-bis[(4-methylphenyl)amino]-5-[2-[2-(trifluoromethyl)phenyl]diazenyl]-"
670241-72-2	"benzoic acid, nonyl ester, branched and linear"
672288-46-9	
675869-02-0	"Poly(oxy-1,2-ethanediyl), a-(2-methyl-2-propen-1-yl)-w-hydroxy-, C12-15-alkyl ethers"
676137-12-5	"Zinc, bromo(2,2-dimethylpropyl)-"
676348-65-5	"Formaldehyde, reaction products with diphenylamine, 6(or7)-methyl-1H-benzotriazole and 2,4,4-trimethylpentene"
676616-93-6	"Siloxanes and Silicones, lauryl Me, Me myristyl, polymers with Me silsesquioxanes, ethoxy-terminated"
677026-24-3	"Alcohols, C16-18 and C18-unsatd., ethoxylated propoxylated"
678172-38-8	"siloxanes and silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene glycol mono-Me ether, polyethylene-polypropylene glycol, polyethylene-polypropylene glycol mono-Me ether and trimethylolpropane diacetate"
678991-31-6	"poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-2-propen-1-yl)-.omega.-(4-nonylphenoxy)-, branched"
679426-44-9	"1-Octadecanamine, polymer with 1,1'-methylenebis[4-isocyanatobenzene]"
683239-21-6	"2H-Azepin-2-one, 1-ethenylhexahydro-, telomer with 1-ethenyl-2- pyrrolidinone and 2-propanol"
684236-66-6	
684422-33-1	"PROPEN, 1-, HOMOPOLYMER, KLORERT"
688046-61-9	
689533-58-2	"QUATERNARY AMMONIUM COMPOUNDS, BIS(HYDROGENATED TALLOW ALKYL)DIMETHYL, SALTS WITH BENTONITE"
693252-31-2	"Poly(oxy-1,2-ethanediyl), alpha-hydro-omega-hydroxy-, polymer with 1,6-diisocyanato-2,2,4-trimethylhexane and 1,6-diisocyanato-2,4,4-trimethylhexane, C10-rich C9-11-branched and linear alc.-blocked"
706782-28-7	"Urea, N-[(4-fluorophenyl)methyl]-N-(1-methyl-4-piperidinyl)-N'-[[4-(2- methylpropoxy)phenyl]methyl]-, (2R,3R)-2,3-dihydroxybutanedioate (2:1)"
706785-94-6	"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, polymer with butyl 2-propenoate, 2-ethylhexyl 2-propenoate and 2-propenoic acid, ester with .alpha.-[[[3-(carboxyamino)methylphenyl]amino]carbonyl]-.omega.-methoxypoly(oxy-1,2-ethanediyl), 2,2'-azobis[2-m"
709014-50-6	"Poly(oxy-1,2-ethanediyl), .alpha.-[(2Z)-3-carboxy-1-oxo-2-propen-1-yl]-?-hydroxy-, C9-11-alkyl ethers"
709014-51-7	"1,2-ethanediol polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, sunflower-oil, fatty acids, conjugated, a-hydro-w-hydroxypoly(oxy-1,2-ethanediyl), 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and 1,3-isobenzofurandione"
709043-32-3	"Benzeneacetic acid, a,3-dihydroxy-5-methoxy-"
709644-27-9	
710313-77-2	"2.propenoic acid, 2-methyl-, 2-hydroxyethyl ester, polymer with butyl 2-propenoate, ethenylbenzene, methyl 2-methyl-2-propenoate and 2-propenoic acid, tert-Bu peroxide-initiated, compds. with triethanolamine"
710320-08-4	"2-Propenoic acid, 2-methyl-, butyl ester, polymer with 2-(dimethylamino)ethyl 2-propenoate, 2-hydroxyethyl 2-propenoate, methyl 2-methyl-2-propenoate and methyl 2-propenoate"
710948-72-4	"1,12-octadecanediol, polymer with .alpha.-hydro-.omega.-hdyroxypoly(oxy-1,2-ethanediyl) and 1,1'-methylenebis(4-isocyanatocyclohexane)"
716336-43-5	"Hexanedioic acid, polymer with oxiranylmethyl neodecanoate"
716360-24-6	"Poly(oxy-1,4-butanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 1,3-bis(1-isocyanato-1-methylethyl)benzene and .alpha.-hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]"
716360-25-7	"Poly(oxy-1,4-butanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 1,3-bis(1-isocyanato-1-methylethyl)benzene and .alpha.-hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)], N-[3-(trimethoxysilyl)propyl]carbamate"
717908-03-7	"Silsesquioxanes, 3-aminopropyl Ph"
718612-97-6	"1,3-Benzenedicarbonyl dichloride, polymer with 2-methyloxirane polymer with oxirane ether with 1,2,3-propanetriol (3:1), caprolactam-terminated"
718619-88-6	"2,7-Naphthalenedisulfonic acid, 5-[[4-chloro-6-[ethyl[3-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]amino]-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[(1-sulfo-2-naphthalenyl)azo]-, sodium salt"
721430-34-8	"Siloxanes and Silicones, di-Me, 3-(2-oxiranylmethoxy)propyl group-terminated, polymers with chloroacetyl chloride, diethylene glycol and N1,N1,N6,N6-tetramethyl-1,6-hexanediamine, chlorides laurates (salts)"
722503-66-4	"benzenesulfonic acid, methyl-, mono-C18-28-branched alkyl derivs., calcium salts"
722503-68-6	"Benzenesulfonic acid, methyl-, mono-C20-24-branched alkyl derivs., calcium salts"
722503-69-7	"Benzenesulfonic acid, methyl-, mono-C20-26-branched alkyl derivs., calcium salts"
727678-39-9	"2-[2-(3-butoksipropyyli)-1,1-diokso-1,2,4-bentsotiadiatsin-3-yyli]-5'-tert-butyyli-2-(5,5-dimetyyli-2,4-diokso-1,3-oksatsolidin-3-yyli)-2'-[(2-etyyliheksyyli)tio]asetanilidi"
728948-38-7	"hexanedioic acid, dihydrazide, polymer with butyl 2-propenoate, methyl 2-methyl-2-propenoate, .alpha.-(2-methyl-1-oxo-2-propenyl)-.omega.-hydroxypoly(oxy-1,2-ethanediyl), 2-[(2-methyl-1-oxo-2-propenyl)oxy]ethyl 3-oxobutanoate and 2-propenoic acid"
732299-00-2	"2-Propenoic acid, 2-methyl-, C12-16-alkyl esters, polymers with 2-(dimethylamino)ethyl methacrylate, eicosyl methacrylate, Me methacrylate and stearyl methacrylate"
735326-57-5	"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 1,6-diisocyanatohexane, polyethylene flycol monophenyl ether ar-(1-phenylethyl) derivs.-blocked"
736150-63-3	"Glycerides, castor-oil mono-, hydrogenated, acetates"
736994-63-1	
740817-98-5	"D-glucopyranose, oligomeric, decyl octyl glycosides, phosphinicobis[oxy(2-hydroxy-3,1-propanediyl)] ethers, sodium salts"
742087-49-6	"D-Glucopyranose, oligomeric, C10-16-alkyl glycosides, 2-hydroxy-3-sulfopropyl ethers, sodium salts"
744956-21-6	"Butanedioic acid, (tetrapropenyl)-, 1-methyl ester"
746622-86-6	"2-Propenoic acid, 2-methyl-, 2-[[(3,5-dimethyl-1H-pyrazol-1-yl)carbonyl]amino]ethyl ester, polymer with chloroethene, octadecyl 2-propenoate and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methyl-2-propenoate"
748809-45-2	"1-Dodecanaminium, N,N-dimethyl-N-[3-[(2-methyl-1-oxo-2-propen-1-yl)amino]propyl]-, chloride (1:1), polymer with N-[3-(dimethylamino)propyl]-2-methyl-2-propenamide, 1-ethenylhexahydro-2H-azepin-2-one and 1-ethenyl-2-pyrrolidinone"
749886-39-3	"siloxanes and silicones, di-Me, hydroxy-terminated, reaction products with 3-(triethoxysilyl)-1-propanamine"
753017-06-0	"2-Propenoic acid, 2-methyl-, dodecyl ester, polymer with N-[3-(dimethylamino)prpyl]-2-methyl-2-propenamide, 2-ethylhexyl 2-methyl-2-propenoate, pentadecy 2-methyl-2-propenoate, tetradecyl 2-methyl-2-propenoate, and tridecyl 2-methyl-2-propenoate"
753018-51-8	
753480-32-9	"Cerium iron oxide, isostearic acid-modified"
753501-43-8	"BORON, TRIFLUORO(TETRAHYDROFURAN)-,(T-4)-, POLYMER WITH .ALPHA.-HYDRO-.OMEGA.-HYDROXYPOLY(OXY-1,2-ETHANEDIYL) AND 3-METHYL-3-((2,2,3,3,3-PENTAFLUOROPROPOXY)METHYL)OXETANE"
760211-01-6	"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, methyl 2-methyl-2-propenoate and 2-methyl-N-[2-(2-oxo-1-imidazolidinyl)ethyl]-2- propenamide"
765923-53-3	"2-Propenoic acid, 2-methyl-, 2-(dimethylamino)ethyl ester, polymer with butyl 2-propenoate, ethenylbenzene, methyl 2-methyl-2-propenoate and 2-propenoic acid, graft"
766516-40-9	dibenzyl bis(n-butylcyclopentadienyl)hafnium
768386-15-8	"1,3-Benzenedicarboxylic acid, polymer with 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid, 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 2-oxepanone"
769136-44-9	"Fatty acids, coco, potassium salts"
770722-36-6	dikloori(3-(3-kloori-4-fluorifenyyli)propyyli)metyylisilaani
770722-46-8	kloori(3-(3-kloori-4-fluorifenyyli)propyyli)dimetyylisilaani
770734-50-4	"peroxydisulfuric acid ([(HO)S(O)2]2O2), ammonium salt (1:2), reaction products with maleic anhydride and sodium phosphinate (1:1)"
771478-66-1	"1,6-bis(3,3-bis((1-Metyylipentyyli-idenimino)propyyli)ureido)heksaani"
773058-82-5	"mono-2-[2-(4-dibentso[b,f][1,4]tiatsepin-11-yyli)piperatsinium-1-yyli]etoksi)etanoli-trans-buteenidioaatti"
776297-69-9	
776299-30-0	"2-Oxepanone, polymer with terahydro-2H-pyran-2-one, 2-(2-butoxyethoxy) ethyl ester, phosphate"
777792-95-7	"2-propenoic acid, 3-(2-(2-hydroxy-3-((1-methylethyl)amino)propoxy)phenyl)-, (E)-"
777891-21-1	N-[2-(3-asetyyli-5-nitrotiofen-2-yyliatso)-5-dietyyliaminofenyyli]asetamidi
778577-33-6	"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 1,6-diisocyanatohexane, polyethylene-polypropylene glycol monostearyl ether-blocked"
778577-53-0	3-tridekyylioksipropyyliammonium-9-oktadekenoaatti
778583-04-3	"tris(2-hydroksietyyli)ammonium-7-{4-[4-(2-syanoamino-4-hydroksi-6-oksidopyrimidin-5-yyliatso)bentsamido]-2-etoksifenyyliatso}naftaleeni-1,3-disulfonaatti"
779327-40-1	"2-Propenoic acid, butyl ester, polymer with 2-ethylhexyl 2-propenoate and 2-hydroxyethyl 2-propenoate, 1,1-dimethylpropyl 2-ethylhexaneperoxoate-initiated"
779343-34-9	"butanedioic acid, 2-hexadecenyl-, 2-(dimethylamino)ethyl ester"
780769-22-4	"Siloxanes and Silicones, di-Me, 3-(2-hydroxyethoxy)-1-[(2-hydroxyethoxy)methyl]-1-propen-1-yl Me"
784144-40-7	"1-Propanaminium, 3-amino-N,N,N-trimethyl-, N-(ethoxylated castor-oil acyl) derivs., Me sulfates"
784157-49-9	"2-{4-(2-ammoniumpropyyliamino)-6-[4-hydroksi-3-(5-metyyli-2-metoksi-4-sulfamoyylifenyyliatso)-2-sulfonaattonaft-7-yyliamino]-1,3,5-triatsin-2-yyliamino}-2-aminopropyyliformiaatti"
789482-59-3	"2,7-Naphthalenedisulfonic acid, 5-[[4-chloro-6-[ethyl[3-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]amino]-1,3,5-triazin-2-yl]amino]-3-[2-[4-(ethenylsulfonyl)phenyl]diazenyl]-4-hydroxy-"
